,Location,Parameter,Unit,Frequency,Date,Value
2629,5 - 14TH & BOND,CaCO3,MG/L,1 / 3 MO.,2002-05-31,36.0
2630,5 - 14TH & BOND,Ag,UG/L,1 / 3 MO.,2002-05-31,5.0
2631,5 - 14TH & BOND,Zn,UG/L,1 / 3 MO.,2002-05-31,5.0
2632,5 - 14TH & BOND,Cd,UG/L,1 / 3 MO.,2002-05-31,1.0
2633,5 - 14TH & BOND,Pb,UG/L,1 / 3 MO.,2002-05-31,1.0
2634,5 - 14TH & BOND,Cu,UG/L,1 / 3 MO.,2002-05-31,5.0
2635,5 - 14TH & BOND,Flow,MGD,1 / 3 MO.,2002-05-31,15.54
2636,5 - 14TH & BOND,TDS,MG/L,1 / 3 MO.,2002-05-31,52.0
2637,5 - 14TH & BOND,Streptococci,#/100ML,1 / 3 MO.,2002-05-31,30000.0
2638,5 - 14TH & BOND,E.Coli,#/100ML,1 / 3 MO.,2002-05-31,60000.0
2639,5 - 14TH & BOND,"BOD, C",MG/L,1 / 3 MO.,2002-05-31,3.5
2640,1 - UNIVERSITY & I-630,Se,UG/L,1 / 3 MO.,2002-08-31,2.0
2641,1 - UNIVERSITY & I-630,Be,UG/L,1 / 3 MO.,2002-08-31,1.0
2642,1 - UNIVERSITY & I-630,Ni,UG/L,1 / 3 MO.,2002-08-31,1.0
2643,1 - UNIVERSITY & I-630,Cr,UG/L,1 / 3 MO.,2002-08-31,5.0
2644,1 - UNIVERSITY & I-630,Hg,UG/L,1 / 3 MO.,2002-08-31,0.2
2645,1 - UNIVERSITY & I-630,Cyanide,UG/L,1 / 3 MO.,2002-08-31,9.0
2646,1 - UNIVERSITY & I-630,BOD,MG/L,1 / 3 MO.,2002-08-31,4.7
2647,1 - UNIVERSITY & I-630,pH,SU,1 / 3 MO.,2002-08-31,7.1
2648,1 - UNIVERSITY & I-630,TSS,MG/L,1 / 3 MO.,2002-08-31,6.5
2649,1 - UNIVERSITY & I-630,Oil,MG/L,1 / 3 MO.,2002-08-31,1.3
2650,1 - UNIVERSITY & I-630,N,MG/L,1 / 3 MO.,2002-08-31,0.68
2651,1 - UNIVERSITY & I-630,"N, Kjeldahl",MG/L,1 / 3 MO.,2002-08-31,2.3
2652,1 - UNIVERSITY & I-630,P,MG/L,1 / 3 MO.,2002-08-31,0.45
2653,1 - UNIVERSITY & I-630,CaCO3,MG/L,1 / 3 MO.,2002-08-31,72.0
2654,1 - UNIVERSITY & I-630,Ag,UG/L,1 / 3 MO.,2002-08-31,5.0
2655,1 - UNIVERSITY & I-630,Zn,UG/L,1 / 3 MO.,2002-08-31,5.0
2656,1 - UNIVERSITY & I-630,Cd,UG/L,1 / 3 MO.,2002-08-31,1.0
2657,1 - UNIVERSITY & I-630,Pb,UG/L,1 / 3 MO.,2002-08-31,1.0
2658,1 - UNIVERSITY & I-630,Cu,UG/L,1 / 3 MO.,2002-08-31,5.0
2659,1 - UNIVERSITY & I-630,Flow,MGD,1 / 3 MO.,2002-08-31,2.38
2660,1 - UNIVERSITY & I-630,TDS,MG/L,1 / 3 MO.,2002-08-31,55.0
2661,1 - UNIVERSITY & I-630,Streptococci,#/100ML,1 / 3 MO.,2002-08-31,5000000.0
2662,1 - UNIVERSITY & I-630,E.Coli,#/100ML,1 / 3 MO.,2002-08-31,5000000.0
2663,1 - UNIVERSITY & I-630,"BOD, C",MG/L,1 / 3 MO.,2002-08-31,4.4
2664,2 - 33RD & WHITFIELD,Se,UG/L,1 / 3 MO.,2002-08-31,2.0
2665,2 - 33RD & WHITFIELD,Be,UG/L,1 / 3 MO.,2002-08-31,1.0
2666,2 - 33RD & WHITFIELD,Ni,UG/L,1 / 3 MO.,2002-08-31,1.0
2667,2 - 33RD & WHITFIELD,Cr,UG/L,1 / 3 MO.,2002-08-31,5.0
2668,2 - 33RD & WHITFIELD,Hg,UG/L,1 / 3 MO.,2002-08-31,0.2
2669,2 - 33RD & WHITFIELD,Cyanide,UG/L,1 / 3 MO.,2002-08-31,9.0
2670,2 - 33RD & WHITFIELD,BOD,MG/L,1 / 3 MO.,2002-08-31,2.2
2671,2 - 33RD & WHITFIELD,pH,SU,1 / 3 MO.,2002-08-31,7.0
2672,2 - 33RD & WHITFIELD,TSS,MG/L,1 / 3 MO.,2002-08-31,3.0
2673,2 - 33RD & WHITFIELD,Oil,MG/L,1 / 3 MO.,2002-08-31,0.8
2674,2 - 33RD & WHITFIELD,N,MG/L,1 / 3 MO.,2002-08-31,0.05
2675,2 - 33RD & WHITFIELD,"N, Kjeldahl",MG/L,1 / 3 MO.,2002-08-31,1.42
2676,2 - 33RD & WHITFIELD,P,MG/L,1 / 3 MO.,2002-08-31,1.42
2677,2 - 33RD & WHITFIELD,CaCO3,MG/L,1 / 3 MO.,2002-08-31,60.0
2678,2 - 33RD & WHITFIELD,Ag,UG/L,1 / 3 MO.,2002-08-31,5.0
2679,2 - 33RD & WHITFIELD,Zn,UG/L,1 / 3 MO.,2002-08-31,5.0
2680,2 - 33RD & WHITFIELD,Cd,UG/L,1 / 3 MO.,2002-08-31,1.0
2681,2 - 33RD & WHITFIELD,Pb,UG/L,1 / 3 MO.,2002-08-31,1.0
2682,2 - 33RD & WHITFIELD,Cu,UG/L,1 / 3 MO.,2002-08-31,5.0
2683,2 - 33RD & WHITFIELD,Flow,MGD,1 / 3 MO.,2002-08-31,1.19
2684,2 - 33RD & WHITFIELD,TDS,MG/L,1 / 3 MO.,2002-08-31,125.0
2685,2 - 33RD & WHITFIELD,Streptococci,#/100ML,1 / 3 MO.,2002-08-31,380000.0
2686,2 - 33RD & WHITFIELD,E.Coli,#/100ML,1 / 3 MO.,2002-08-31,10000.0
2687,2 - 33RD & WHITFIELD,"BOD, C",MG/L,1 / 3 MO.,2002-08-31,1.5
2688,3 - CHENAL PKWY & OAK MEADOW,Se,UG/L,1 / 3 MO.,2002-08-31,2.0
2689,3 - CHENAL PKWY & OAK MEADOW,Be,UG/L,1 / 3 MO.,2002-08-31,1.0
2690,3 - CHENAL PKWY & OAK MEADOW,Ni,UG/L,1 / 3 MO.,2002-08-31,1.0
2691,3 - CHENAL PKWY & OAK MEADOW,Cr,UG/L,1 / 3 MO.,2002-08-31,5.0
2692,3 - CHENAL PKWY & OAK MEADOW,Hg,UG/L,1 / 3 MO.,2002-08-31,0.2
2693,3 - CHENAL PKWY & OAK MEADOW,Cyanide,UG/L,1 / 3 MO.,2002-08-31,9.0
2694,3 - CHENAL PKWY & OAK MEADOW,BOD,MG/L,1 / 3 MO.,2002-08-31,2.9
2695,3 - CHENAL PKWY & OAK MEADOW,pH,SU,1 / 3 MO.,2002-08-31,6.94
2696,3 - CHENAL PKWY & OAK MEADOW,TSS,MG/L,1 / 3 MO.,2002-08-31,6.0
2697,3 - CHENAL PKWY & OAK MEADOW,Oil,MG/L,1 / 3 MO.,2002-08-31,1.1
2698,3 - CHENAL PKWY & OAK MEADOW,N,MG/L,1 / 3 MO.,2002-08-31,0.86
2699,3 - CHENAL PKWY & OAK MEADOW,"N, Kjeldahl",MG/L,1 / 3 MO.,2002-08-31,2.55
2700,3 - CHENAL PKWY & OAK MEADOW,P,MG/L,1 / 3 MO.,2002-08-31,1.24
2701,3 - CHENAL PKWY & OAK MEADOW,CaCO3,MG/L,1 / 3 MO.,2002-08-31,40.0
2702,3 - CHENAL PKWY & OAK MEADOW,Ag,UG/L,1 / 3 MO.,2002-08-31,5.0
2703,3 - CHENAL PKWY & OAK MEADOW,Zn,UG/L,1 / 3 MO.,2002-08-31,5.0
2704,3 - CHENAL PKWY & OAK MEADOW,Cd,UG/L,1 / 3 MO.,2002-08-31,1.0
2705,3 - CHENAL PKWY & OAK MEADOW,Pb,UG/L,1 / 3 MO.,2002-08-31,1.0
2706,3 - CHENAL PKWY & OAK MEADOW,Cu,UG/L,1 / 3 MO.,2002-08-31,5.0
2707,3 - CHENAL PKWY & OAK MEADOW,Flow,MGD,1 / 3 MO.,2002-08-31,0.39799999999999996
2708,3 - CHENAL PKWY & OAK MEADOW,TDS,MG/L,1 / 3 MO.,2002-08-31,53.5
2709,3 - CHENAL PKWY & OAK MEADOW,Streptococci,#/100ML,1 / 3 MO.,2002-08-31,100000.0
2710,3 - CHENAL PKWY & OAK MEADOW,E.Coli,#/100ML,1 / 3 MO.,2002-08-31,3210000.0
2711,3 - CHENAL PKWY & OAK MEADOW,"BOD, C",MG/L,1 / 3 MO.,2002-08-31,1.5
2712,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Se,UG/L,1 / 3 MO.,2002-08-31,2.0
2713,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Be,UG/L,1 / 3 MO.,2002-08-31,1.0
2714,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Ni,UG/L,1 / 3 MO.,2002-08-31,1.0
2715,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Cr,UG/L,1 / 3 MO.,2002-08-31,5.0
2716,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Hg,UG/L,1 / 3 MO.,2002-08-31,0.2
2717,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Cyanide,UG/L,1 / 3 MO.,2002-08-31,9.0
2718,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),BOD,MG/L,1 / 3 MO.,2002-08-31,5.4
2719,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),pH,SU,1 / 3 MO.,2002-08-31,6.87
2720,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),TSS,MG/L,1 / 3 MO.,2002-08-31,543.0
2721,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Oil,MG/L,1 / 3 MO.,2002-08-31,1.6
2722,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),N,MG/L,1 / 3 MO.,2002-08-31,0.05
2723,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"N, Kjeldahl",MG/L,1 / 3 MO.,2002-08-31,1.28
2724,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),P,MG/L,1 / 3 MO.,2002-08-31,0.66
2725,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),CaCO3,MG/L,1 / 3 MO.,2002-08-31,22.0
2726,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Ag,UG/L,1 / 3 MO.,2002-08-31,5.0
2727,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Zn,UG/L,1 / 3 MO.,2002-08-31,5.0
2728,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Cd,UG/L,1 / 3 MO.,2002-08-31,1.0
2729,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Pb,UG/L,1 / 3 MO.,2002-08-31,1.0
2730,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Cu,UG/L,1 / 3 MO.,2002-08-31,5.0
2731,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Flow,MGD,1 / 3 MO.,2002-08-31,0.9540000000000001
2732,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),TDS,MG/L,1 / 3 MO.,2002-08-31,104.5
2733,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Streptococci,#/100ML,1 / 3 MO.,2002-08-31,9800.0
2734,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),E.Coli,#/100ML,1 / 3 MO.,2002-08-31,5600.0
2735,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"BOD, C",MG/L,1 / 3 MO.,2002-08-31,3.0
2736,5 - 14TH & BOND,Se,UG/L,1 / 3 MO.,2002-08-31,2.0
2737,5 - 14TH & BOND,Be,UG/L,1 / 3 MO.,2002-08-31,1.0
2738,5 - 14TH & BOND,Ni,UG/L,1 / 3 MO.,2002-08-31,1.0
2739,5 - 14TH & BOND,Cr,UG/L,1 / 3 MO.,2002-08-31,5.0
2740,5 - 14TH & BOND,Hg,UG/L,1 / 3 MO.,2002-08-31,0.2
2741,5 - 14TH & BOND,Cyanide,UG/L,1 / 3 MO.,2002-08-31,9.0
2742,5 - 14TH & BOND,BOD,MG/L,1 / 3 MO.,2002-08-31,1.3
2743,5 - 14TH & BOND,pH,SU,1 / 3 MO.,2002-08-31,7.21
2744,5 - 14TH & BOND,TSS,MG/L,1 / 3 MO.,2002-08-31,3.0
2745,5 - 14TH & BOND,Oil,MG/L,1 / 3 MO.,2002-08-31,1.0
2746,5 - 14TH & BOND,N,MG/L,1 / 3 MO.,2002-08-31,2.91
2747,5 - 14TH & BOND,"N, Kjeldahl",MG/L,1 / 3 MO.,2002-08-31,4.35
2748,5 - 14TH & BOND,P,MG/L,1 / 3 MO.,2002-08-31,1.06
2749,5 - 14TH & BOND,CaCO3,MG/L,1 / 3 MO.,2002-08-31,50.0
2750,5 - 14TH & BOND,Ag,UG/L,1 / 3 MO.,2002-08-31,5.0
2751,5 - 14TH & BOND,Zn,UG/L,1 / 3 MO.,2002-08-31,5.0
2752,5 - 14TH & BOND,Cd,UG/L,1 / 3 MO.,2002-08-31,1.0
2753,5 - 14TH & BOND,Pb,UG/L,1 / 3 MO.,2002-08-31,1.0
2754,5 - 14TH & BOND,Cu,UG/L,1 / 3 MO.,2002-08-31,5.0
2755,5 - 14TH & BOND,Flow,MGD,1 / 3 MO.,2002-08-31,2.54
2756,5 - 14TH & BOND,TDS,MG/L,1 / 3 MO.,2002-08-31,81.0
2757,5 - 14TH & BOND,Streptococci,#/100ML,1 / 3 MO.,2002-08-31,170000.0
2758,5 - 14TH & BOND,E.Coli,#/100ML,1 / 3 MO.,2002-08-31,40000.0
2759,5 - 14TH & BOND,"BOD, C",MG/L,1 / 3 MO.,2002-08-31,1.1
2760,1 - UNIVERSITY & I-630,Se,UG/L,1 / 3 MO.,2002-11-30,2.0
2761,1 - UNIVERSITY & I-630,Be,UG/L,1 / 3 MO.,2002-11-30,1.0
2762,1 - UNIVERSITY & I-630,Ni,UG/L,1 / 3 MO.,2002-11-30,1.0
2763,1 - UNIVERSITY & I-630,Cr,UG/L,1 / 3 MO.,2002-11-30,1.0
2764,1 - UNIVERSITY & I-630,Hg,UG/L,1 / 3 MO.,2002-11-30,0.2
2765,1 - UNIVERSITY & I-630,Cyanide,UG/L,1 / 3 MO.,2002-11-30,9.0
2766,1 - UNIVERSITY & I-630,BOD,MG/L,1 / 3 MO.,2002-11-30,4.3
2767,1 - UNIVERSITY & I-630,pH,SU,1 / 3 MO.,2002-11-30,6.96
2768,1 - UNIVERSITY & I-630,TSS,MG/L,1 / 3 MO.,2002-11-30,16.0
2769,1 - UNIVERSITY & I-630,Oil,MG/L,1 / 3 MO.,2002-11-30,2.2
2770,1 - UNIVERSITY & I-630,N,MG/L,1 / 3 MO.,2002-11-30,0.05
2771,1 - UNIVERSITY & I-630,"N, Kjeldahl",MG/L,1 / 3 MO.,2002-11-30,3.24
2772,1 - UNIVERSITY & I-630,P,MG/L,1 / 3 MO.,2002-11-30,1.16
2773,1 - UNIVERSITY & I-630,CaCO3,MG/L,1 / 3 MO.,2002-11-30,20.0
2774,1 - UNIVERSITY & I-630,Ag,UG/L,1 / 3 MO.,2002-11-30,5.0
2775,1 - UNIVERSITY & I-630,Zn,UG/L,1 / 3 MO.,2002-11-30,5.0
2776,1 - UNIVERSITY & I-630,Cd,UG/L,1 / 3 MO.,2002-11-30,1.0
2777,1 - UNIVERSITY & I-630,Pb,UG/L,1 / 3 MO.,2002-11-30,1.0
2778,1 - UNIVERSITY & I-630,Cu,UG/L,1 / 3 MO.,2002-11-30,5.0
2779,1 - UNIVERSITY & I-630,Flow,MGD,1 / 3 MO.,2002-11-30,6.92
2780,1 - UNIVERSITY & I-630,TDS,MG/L,1 / 3 MO.,2002-11-30,37.5
2781,1 - UNIVERSITY & I-630,Streptococci,#/100ML,1 / 3 MO.,2002-11-30,8400.0
2782,1 - UNIVERSITY & I-630,E.Coli,#/100ML,1 / 3 MO.,2002-11-30,18150.0
2783,1 - UNIVERSITY & I-630,"BOD, C",MG/L,1 / 3 MO.,2002-11-30,3.2
2784,2 - 33RD & WHITFIELD,Se,UG/L,1 / 3 MO.,2002-11-30,2.0
2785,2 - 33RD & WHITFIELD,Be,UG/L,1 / 3 MO.,2002-11-30,1.0
2786,2 - 33RD & WHITFIELD,Ni,UG/L,1 / 3 MO.,2002-11-30,1.0
2787,2 - 33RD & WHITFIELD,Cr,UG/L,1 / 3 MO.,2002-11-30,1.0
2788,2 - 33RD & WHITFIELD,Hg,UG/L,1 / 3 MO.,2002-11-30,0.2
2789,2 - 33RD & WHITFIELD,Cyanide,UG/L,1 / 3 MO.,2002-11-30,9.0
2790,2 - 33RD & WHITFIELD,BOD,MG/L,1 / 3 MO.,2002-11-30,4.3
2791,2 - 33RD & WHITFIELD,pH,SU,1 / 3 MO.,2002-11-30,6.74
2792,2 - 33RD & WHITFIELD,TSS,MG/L,1 / 3 MO.,2002-11-30,34.0
2793,2 - 33RD & WHITFIELD,Oil,MG/L,1 / 3 MO.,2002-11-30,1.2
2794,2 - 33RD & WHITFIELD,N,MG/L,1 / 3 MO.,2002-11-30,0.05
2795,2 - 33RD & WHITFIELD,"N, Kjeldahl",MG/L,1 / 3 MO.,2002-11-30,2.97
2796,2 - 33RD & WHITFIELD,P,MG/L,1 / 3 MO.,2002-11-30,1.44
2797,2 - 33RD & WHITFIELD,CaCO3,MG/L,1 / 3 MO.,2002-11-30,16.0
2798,2 - 33RD & WHITFIELD,Ag,UG/L,1 / 3 MO.,2002-11-30,5.0
2799,2 - 33RD & WHITFIELD,Zn,UG/L,1 / 3 MO.,2002-11-30,5.0
2800,2 - 33RD & WHITFIELD,Cd,UG/L,1 / 3 MO.,2002-11-30,1.0
2801,2 - 33RD & WHITFIELD,Pb,UG/L,1 / 3 MO.,2002-11-30,1.0
2802,2 - 33RD & WHITFIELD,Cu,UG/L,1 / 3 MO.,2002-11-30,5.0
2803,2 - 33RD & WHITFIELD,Flow,MGD,1 / 3 MO.,2002-11-30,3.46
2804,2 - 33RD & WHITFIELD,TDS,MG/L,1 / 3 MO.,2002-11-30,96.0
2805,2 - 33RD & WHITFIELD,Streptococci,#/100ML,1 / 3 MO.,2002-11-30,22750.0
2806,2 - 33RD & WHITFIELD,E.Coli,#/100ML,1 / 3 MO.,2002-11-30,40000.0
2807,2 - 33RD & WHITFIELD,"BOD, C",MG/L,1 / 3 MO.,2002-11-30,1.5
2808,3 - CHENAL PKWY & OAK MEADOW,Se,UG/L,1 / 3 MO.,2002-11-30,2.0
2809,3 - CHENAL PKWY & OAK MEADOW,Be,UG/L,1 / 3 MO.,2002-11-30,1.0
2810,3 - CHENAL PKWY & OAK MEADOW,Ni,UG/L,1 / 3 MO.,2002-11-30,1.0
2811,3 - CHENAL PKWY & OAK MEADOW,Cr,UG/L,1 / 3 MO.,2002-11-30,1.0
2812,3 - CHENAL PKWY & OAK MEADOW,Hg,UG/L,1 / 3 MO.,2002-11-30,0.2
2813,3 - CHENAL PKWY & OAK MEADOW,Cyanide,UG/L,1 / 3 MO.,2002-11-30,9.0
2814,3 - CHENAL PKWY & OAK MEADOW,BOD,MG/L,1 / 3 MO.,2002-11-30,8.1
2815,3 - CHENAL PKWY & OAK MEADOW,pH,SU,1 / 3 MO.,2002-11-30,7.12
2816,3 - CHENAL PKWY & OAK MEADOW,TSS,MG/L,1 / 3 MO.,2002-11-30,11.0
2817,3 - CHENAL PKWY & OAK MEADOW,Oil,MG/L,1 / 3 MO.,2002-11-30,1.8
2818,3 - CHENAL PKWY & OAK MEADOW,N,MG/L,1 / 3 MO.,2002-11-30,0.05
2819,3 - CHENAL PKWY & OAK MEADOW,"N, Kjeldahl",MG/L,1 / 3 MO.,2002-11-30,1.26
2820,3 - CHENAL PKWY & OAK MEADOW,P,MG/L,1 / 3 MO.,2002-11-30,0.6
2821,3 - CHENAL PKWY & OAK MEADOW,CaCO3,MG/L,1 / 3 MO.,2002-11-30,10.0
2822,3 - CHENAL PKWY & OAK MEADOW,Ag,UG/L,1 / 3 MO.,2002-11-30,5.0
2823,3 - CHENAL PKWY & OAK MEADOW,Zn,UG/L,1 / 3 MO.,2002-11-30,5.0
2824,3 - CHENAL PKWY & OAK MEADOW,Cd,UG/L,1 / 3 MO.,2002-11-30,1.0
2825,3 - CHENAL PKWY & OAK MEADOW,Pb,UG/L,1 / 3 MO.,2002-11-30,1.0
2826,3 - CHENAL PKWY & OAK MEADOW,Cu,UG/L,1 / 3 MO.,2002-11-30,5.0
2827,3 - CHENAL PKWY & OAK MEADOW,Flow,MGD,1 / 3 MO.,2002-11-30,0.6459999999999999
2828,3 - CHENAL PKWY & OAK MEADOW,TDS,MG/L,1 / 3 MO.,2002-11-30,36.0
2829,3 - CHENAL PKWY & OAK MEADOW,Streptococci,#/100ML,1 / 3 MO.,2002-11-30,10500.0
2830,3 - CHENAL PKWY & OAK MEADOW,E.Coli,#/100ML,1 / 3 MO.,2002-11-30,25100.0
2831,3 - CHENAL PKWY & OAK MEADOW,"BOD, C",MG/L,1 / 3 MO.,2002-11-30,4.8
2832,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Se,UG/L,1 / 3 MO.,2002-11-30,2.0
2833,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Be,UG/L,1 / 3 MO.,2002-11-30,1.0
2834,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Ni,UG/L,1 / 3 MO.,2002-11-30,1.0
2835,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Cr,UG/L,1 / 3 MO.,2002-11-30,1.0
2836,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Hg,UG/L,1 / 3 MO.,2002-11-30,0.2
2837,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Cyanide,UG/L,1 / 3 MO.,2002-11-30,9.0
2838,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),BOD,MG/L,1 / 3 MO.,2002-11-30,4.3
2839,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),pH,SU,1 / 3 MO.,2002-11-30,7.1
2840,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),TSS,MG/L,1 / 3 MO.,2002-11-30,103.0
2841,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Oil,MG/L,1 / 3 MO.,2002-11-30,1.1
2842,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),N,MG/L,1 / 3 MO.,2002-11-30,0.22
2843,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"N, Kjeldahl",MG/L,1 / 3 MO.,2002-11-30,2.37
2844,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),P,MG/L,1 / 3 MO.,2002-11-30,0.62
2845,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),CaCO3,MG/L,1 / 3 MO.,2002-11-30,10.0
2846,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Ag,UG/L,1 / 3 MO.,2002-11-30,5.0
2847,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Zn,UG/L,1 / 3 MO.,2002-11-30,5.0
2848,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Cd,UG/L,1 / 3 MO.,2002-11-30,1.0
2849,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Pb,UG/L,1 / 3 MO.,2002-11-30,1.0
2850,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Cu,UG/L,1 / 3 MO.,2002-11-30,5.0
2851,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Flow,MGD,1 / 3 MO.,2002-11-30,0.6729999999999999
2852,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),TDS,MG/L,1 / 3 MO.,2002-11-30,38.5
2853,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),Streptococci,#/100ML,1 / 3 MO.,2002-11-30,1000.0
2854,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),E.Coli,#/100ML,1 / 3 MO.,2002-11-30,1000.0
2855,4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"BOD, C",MG/L,1 / 3 MO.,2002-11-30,3.6
2856,5 - 14TH & BOND,Se,UG/L,1 / 3 MO.,2002-11-30,2.0
2857,5 - 14TH & BOND,Be,UG/L,1 / 3 MO.,2002-11-30,1.0
2858,5 - 14TH & BOND,Ni,UG/L,1 / 3 MO.,2002-11-30,1.0
2859,5 - 14TH & BOND,Cr,UG/L,1 / 3 MO.,2002-11-30,1.0
2860,5 - 14TH & BOND,Hg,UG/L,1 / 3 MO.,2002-11-30,0.2
2861,5 - 14TH & BOND,Cyanide,UG/L,1 / 3 MO.,2002-11-30,9.0
2862,5 - 14TH & BOND,BOD,MG/L,1 / 3 MO.,2002-11-30,31.0
2863,5 - 14TH & BOND,pH,SU,1 / 3 MO.,2002-11-30,7.26
2864,5 - 14TH & BOND,TSS,MG/L,1 / 3 MO.,2002-11-30,73.0
2865,5 - 14TH & BOND,Oil,MG/L,1 / 3 MO.,2002-11-30,0.5
2866,5 - 14TH & BOND,N,MG/L,1 / 3 MO.,2002-11-30,0.69
2867,5 - 14TH & BOND,"N, Kjeldahl",MG/L,1 / 3 MO.,2002-11-30,4.41
2868,5 - 14TH & BOND,P,MG/L,1 / 3 MO.,2002-11-30,0.54
2869,5 - 14TH & BOND,CaCO3,MG/L,1 / 3 MO.,2002-11-30,16.0
2870,5 - 14TH & BOND,Ag,UG/L,1 / 3 MO.,2002-11-30,5.0
2871,5 - 14TH & BOND,Zn,UG/L,1 / 3 MO.,2002-11-30,5.0
2872,5 - 14TH & BOND,Cd,UG/L,1 / 3 MO.,2002-11-30,1.0
2873,5 - 14TH & BOND,Pb,UG/L,1 / 3 MO.,2002-11-30,1.0
2874,5 - 14TH & BOND,Cu,UG/L,1 / 3 MO.,2002-11-30,5.0
2875,5 - 14TH & BOND,Flow,MGD,1 / 3 MO.,2002-11-30,1.615
2876,5 - 14TH & BOND,TDS,MG/L,1 / 3 MO.,2002-11-30,27.2
2877,5 - 14TH & BOND,Streptococci,#/100ML,1 / 3 MO.,2002-11-30,96000.0
2878,5 - 14TH & BOND,E.Coli,#/100ML,1 / 3 MO.,2002-11-30,68000.0
2879,5 - 14TH & BOND,"BOD, C",MG/L,1 / 3 MO.,2002-11-30,27.6
2880,1 - UNIVERSITY & I-630,Se,UG/L,1 / 3 MO.,2003-02-28,2.0
2881,1 - UNIVERSITY & I-630,Be,UG/L,1 / 3 MO.,2003-02-28,1.0
2882,1 - UNIVERSITY & I-630,Ni,UG/L,1 / 3 MO.,2003-02-28,1.0
2883,1 - UNIVERSITY & I-630,Cr,UG/L,1 / 3 MO.,2003-02-28,5.0
2884,1 - UNIVERSITY & I-630,Hg,UG/L,1 / 3 MO.,2003-02-28,0.2
