OUTFALL No. / LOCATION,PARAMETER,SAMPLE MEASURE UNIT,FREQUENCY / SAMPLE TYPE,,,1/1 TO 2/28/1997,,3/1 TO 5/31/1997,,6/1 TO 8/31/1997,,9/1 TO 11/30/1997,,12/1 TO 2/28/1998,,3/1 TO 5/31/1998,,6/1 TO 8/31/1998,,9/1 TO 11/30/1998,,12/1/1998 TO 2/28/1999,,3/1 TO 5/31/1999,,6/1 TO 8/31/1999,,9/1 TO 11/30/1999,,12/1/1999 TO 2/29/2000,,3/1 TO 5/31/2000,,6/1 TO 8/31/2000,,9/1 TO 11/30/2000,,12/1/2000 TO 2/29/2001,,3/1 TO 5/31/2001,,6/1 TO 8/31/2001,,9/1 TO 11/30/2001,,12/1/2001 TO 2/28/2002,,3/1 TO 5/31/2002,,6/1 TO 8/31/2002,,9/1 TO 11/30/2002,,12/1/2002 TO 2/28/2003,,3/1 TO 5/31/2003,,6/1 TO 8/31/2003,,9/1 TO 11/30/2003,,12/1/2003 TO 2/29/2004,,3/1 TO 5/31/2004,,6/1 TO 8/31/2004,,9/1 TO 11/30/2004,,12/1/2004 TO 2/28/2005,,3/1 TO 5/31/2005,,6/1 TO 8/31/2005,,9/1 TO 11/30/2005,,12/1/2005 TO 2/28/2006,,3/1 TO 5/31/2006,,6/1 TO 8/31/2006,,9/1 TO 11/30/2006,,12/1/2006 TO 2/28/2007,,3/1 TO 5/31/2007,,6/1 TO 8/31/2007,,9/1 TO 11/30/2007,,12/1/2007 TO 2/28/2008,,3/1 TO 5/31/2008,,6/1 TO 8/31/2008,,9/1 TO 11/30/2008,,12/1/2008 TO 2/28/2009,,3/1 TO 5/31/2009,,6/1 TO 8/31/2009,,9/1 TO 11/30/2009,,12/1/2009 TO 2/28/2010,,3/1 TO 5/31/2010,,6/1 TO 8/31/2010,,9/1 TO 11/30/2010,,12/1/2010 TO 2/28/2011,,3/1 TO 5/31/2011,,6/1 TO 8/31/2011,,9/1 TO 11/30/2011,,12/1/2011 TO 2/28/2012,,3/1 TO 5/31/2012,,6/1 TO 8/31/2012,,9/1 TO 11/30/2012,,12/1/2012 TO 2/28/2013,,3/1 TO 5/31/2013,,6/1 TO 8/31/2013,,9/1 TO 11/30/2013,,12/1/2013 TO 2/28/2014,,3/1 TO 5/31/2014,,6/1 TO 8/31/2014,,9/1 TO 11/30/2014,,12/1/2014 TO 2/28/2015,,3/1 TO 5/31/2015,,6/1 TO 8/31/2015,,9/1 TO 11/30/2015,,12/1/2015 TO 2/28/2016,,3/1 TO 5/31/2016,,6/1 TO 8/31/2016,,9/1 TO 11/30/2016,,12/1/2016 TO 2/28/2017,,3/1 TO 5/31/2017,,6/1 TO 8/31/2017,,9/1 TO 11/30/2017,,12/1/2017 TO 2/28/2018
3 - CHENAL PKWY & OAK MEADOW,"NICKEL, TOTAL RECOVERABLE  (NO LONGER REQUIRED 9/1/2005)",UG/L,1 / 3 MO.,COMP/GRAB,,4.2,,6.8,<,1,<,1,,9,<,1,,2,,6.9,,31.8,<,1,<,1,,5,<,1,,5,,NO DISCHARGE,<,1,<,1,<,1,<,1,<,1,<,1,<,5,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,5,<,5,<,5,,NO DISCHARGE,,7.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 - CHENAL PKWY & OAK MEADOW,"CHROMIUM, TOTAL RECOVERABLE  (NO LONGER REQUIRED 9/1/2005)",UG/L,1 / 3 MO.,COMP/GRAB,<,5,,5,<,1,<,1,,1,,1.64,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,,NO DISCHARGE,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,1,<,5,<,5,<,5,<,5,<,1,<,5,<,3,<,5,<,5,,NO DISCHARGE,,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 - CHENAL PKWY & OAK MEADOW,"MERCURY, TOTAL RECOVERABLE  (NO LONGER REQUIRED 9/1/2005)",UG/L,1 / 3 MO.,COMP/GRAB,<,0.2,,0.3,<,1,<,0.2,<,1,,1.2,,1000,,1.1,,2.2,<,9,<,0.2,<,0.2,<,0.2,<,0.2,,NO DISCHARGE,<,0.2,<,0.2,<,2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,,NO DISCHARGE,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 - CHENAL PKWY & OAK MEADOW,"CYANIDE, TOTAL  (NO LONGER REQUIRED 9/1/2005)",UG/L,1 / 3 MO.,COMP/GRAB,<,10,,10,<,9,<,9,<,9,,4,<,9,<,9,<,9,<,9,<,9,<,9,<,9,<,9,,NO DISCHARGE,<,9,<,9,<,9,<,9,<,9,<,9,<,9,<,9,<,9,<,9,<,9,<,9,<,9,<,9,<,9,<,0.009,<,9,<,0.009,,NO DISCHARGE,<,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 - CHENAL PKWY & OAK MEADOW,"BOD, 5 DAY",MG/L,1 / 3 MO.,COMP/GRAB,,3,,12,,1.5,,4.8,,7.2,,18.5,,5.3,,7.2,,2.7,,9.2,,14.5,,12.3,,6.8,,6.9,,NO DISCHARGE,,15.8,,8.2,,4.3,,3.8,,8.9,,4.2,,3.6,,2.9,,8.1,,11.1,,9.3,,11.5,,1.5,,9.5,,1.7,,4,,4.6,,3.3,,NO DISCHARGE,,2.42,,3.1,,6.9,,7.62,,7.25,,5.54,,7.499,,8.967,,4.81,,2.31,,3.61,,3.21,,2.4,,10,,2.5,,2,,1,,5.1,,3,,5.2,,1.5,,6.8,,7.8,,13,,22.5,,1.7,,4,,6,,8,,2,,8,<,2,,19,,4,,4,,8,,10,,9,,9,,6,,2,,5,<,2,,3,<,2,,5,,4,,2,,4,,3,,4
3 - CHENAL PKWY & OAK MEADOW,PH,SU,1 / 3 MO.,GRAB,,6.33,,6.75,,7.4,,8.1,,7.7,,7.3,,6.42,,7.13,,6.4,,7.05,,6.2,,6.78,,6.73,,7.68,,NO DISCHARGE,,7.21,,6.86,,6.47,,6.91,,6.75,,7.06,,6.86,,6.94,,7.12,,6.94,,7.49,,6.7,,6.42,,6.91,,6.76,,6.81,,6.17,,6.76,,NO DISCHARGE,,6.47,,6.64,,6.75,,6.92,,5.94,,7.02,,6.92,,6.99,,6.39,,5.88,,6.73,,6.14,,6.32,,7.27,,6.26,,6.97,,6.3,,7.2,,7.13,,7.07,,7.21,,7.31,,6.37,,6.45,,5.95,,6.31,,6.74,,7.5,,6,,7.6,,6.7,,6.2,,6.7,,7.3,,6.1,,6.9,,6.3,,6.8,,6.9,,7,,7.6,,7.4,,6.3,,6.3,,7,,6.6,,7.5,,7.4,,7,,7.2,,7
3 - CHENAL PKWY & OAK MEADOW,"SOLIDS, TOTAL SUSPENDED",MG/L,1 / 3 MO.,COMP/GRAB,,7,,24,,4.5,,25,,8,,56,,11,,54,,3.2,,38,,71,,25,,122,,50,,NO DISCHARGE,,12.8,,28,,4,,25,,24,,1,,20,,6,,11,,19.2,,35,,10,,7,,50,,2,,22,,12,,49,,NO DISCHARGE,,14,,16,,1,,5,,2,,29.5,,51,,89,,2,,4.5,,32.7,,6,,2.4,,5,,24.4,,12.8,,4.8,,6.8,,24,,86,,12.4,,37,,16,,2,,30,,32,,397.3,,34,,33,,34,,48,,23,,180,,33,,3,,123,,114,,5,,29,<,1,,33,,8,<,1,,42,,4,,24,<,1,,3,,13,,1,,134
3 - CHENAL PKWY & OAK MEADOW,OIL & GREASE,MG/L,1 / 3 MO.,GRAB,,4.79,,1.4,<,0.1,,3.8,,3,,3.9,,0.1,,1.1,,2.2,,8.6,,1.3,,2,,0.2,,2.8,,NO DISCHARGE,,0.9,,0.4,,0.3,,1.1,,1.4,,1.6,,0.4,,1.1,,1.8,,0.9,,1.1,,1.4,,1.3,,0.2,,0.8,,1,,0.9,,1.2,,NO DISCHARGE,,0.7,,1,,0.4,,0.5,,0.2,,0.6,,0.6,,0.5,,0.2,,0.2,,0.6,,0.2,,0.2,,0.2,,1,,0.6,,0.3,,0.4,,3.2,,2.1,,0.2,,1.9,,0.6,,0.6,,0.8,,0.7,,0.9,<,1.4,<,1.4,<,1.4,<,1.4,<,1.4,,6.1,,1.9,<,1.7,,8.9,,8.6,,2.4,<,1.4,<,1.4,<,1.4,<,1.4,,1.9,,3.2,<,1.4,<,1.4,<,1.4,,1.4,,2.1,,1.4,,1.4
3 - CHENAL PKWY & OAK MEADOW,"NITROGEN, TOTAL",MG/L,1 / 3 MO.,COMP/GRAB,,1.12,,2.08,,1.27,,1.26,,7.039,,5.684,,4.12,,2.062,,4.34,,3.44,,3.22,,8.07,,3.367,,23,,NO DISCHARGE,,1.84,,6.89,,2.01,,1.41,,2,<,0.05,<,0.05,<,0.86,<,0.05,<,0.05,<,0.31,<,0.41,<,0.356,<,0.35,<,0.66,<,0.34,<,0.05,,0.215,,NO DISCHARGE,,1.22,,0.34,,0.125,,1.53,,0.86,,1.089,,0.835,,2.213,,0.63,,1.74,,1.88,,1.01,,1.012,,1.242,,1.28,,0.811,,0.9,,0.504,,1.332,,1.21,,1.67,,1.95,,1.08,,0.447,,1.91,,1.62,,2.85,,0.48,,2.92,,2.15,,1.23,,1.68,,3.05,,1.12,,0.91,,2.63,,2.25,,0.56,,1.5,,1.06,,1.01,,0.89,,2.13,,0.5,,2.56,,0.69,,0.51,,2.56,,1.85,,0.28,,0.83
3 - CHENAL PKWY & OAK MEADOW,"NITROGEN, KJELDAHL  (NO LONGER REQUIRED 12-2013)",MG/L,1 / 3 MO.,COMP/GRAB,,1.02,,1.68,,0.28,,0.4,,0.619,,3.54,,2.03,,1.64,,2.47,,1.85,,1.14,,6.34,,3.12,,18.5,,NO DISCHARGE,,1.36,,6.48,,0.87,,1.1,,1.95,,1.8,,2.01,,2.55,,1.26,,3.24,,4.68,,9.75,,0.75,,1.01,,0.78,,0.85,,0.73,,1.242,,NO DISCHARGE,,0.66,<,0.05,<,0.05,,1.53,,0.36,,0.502,,0.69,<,1,,2.41,<,1,,1,,0.96,<,1,<,0.5,,0.12,,0.3,,0.09,,0.201,,0.203,,0.05,,0.101,,0.133,,1.19,,0.231,,0.151,,0.64,,0.17,,0.48,,2.66,,1.98,,1.15,,0.67,,0.84,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 - CHENAL PKWY & OAK MEADOW,"PHOSPHORUS, DISSOLVED",MG/L,1 / 3 MO.,COMP/GRAB,,0.09,,0.11,,0.175,,0.39,,0.092,,0.373,,0.308,,0.569,,0.05,,0.65,,0.496,,0.804,,0.17,,1.06,,NO DISCHARGE,,0.84,,0.82,,0.94,,0.87,,0.99,,0.72,,0.78,,1.24,,0.6,,0.48,,0.65,,0.32,,0.169,,0.32,,0.35,,0.158,,0.203,,0.301,,NO DISCHARGE,,0.009,,0.244,,0.118,,0.141,,0.426,,0.314,,0.049,,0.616,,0.28,<,0.1,,0.05,,0.6,<,1,,0.714,,0.8,,1,,1.4,,1,,0.98,,0.6,,0.4,,0.6,,0.3,,0.33,,0.3,,0.3,,0.94,,0.06,,0.01,,0.17,,0.35,,0.13,,0.52,,0.09,,0.26,,0.49,,0.34,,0.32,,0.11,,0.26,,0.12,,0.17,<,0.05,<,0.05,<,0.05,,0.08,<,0.05,,0.08,,0.42,,0.07,,0.09
3 - CHENAL PKWY & OAK MEADOW,HARDNESS (CACO3) TOTAL,MG/L,1 / 3 MO.,COMP/GRAB,,38,,44,,0,,0,,87.9,,16,,26,,34,,38,,34,,32,,32,,24,,36,,NO DISCHARGE,,42,,18,,32,,22,,46,,40,,40,,40,,10,,20,,4,,12,,32,,8,,60,,142,,92,,66,,NO DISCHARGE,,12,,24,,65,,21,,24,,15.8,,3.8,,1.55,,1.55,,1.2,,10.3,,42,,35.2,,1.61,,18,,34,,30,,28,,28,,32,,24,,44,,22,,32,,22,,22,,6,,12,,96,,28,,24,,28,,60,,72,,32,,44,,68,,20,,40,,56,,132,,28,,32,,8,,40,,12,,16,,20,,44,,18,,24
3 - CHENAL PKWY & OAK MEADOW,"SILVER, TOTAL RECOVERABLE",UG/L,1 / 3 MO.,COMP/GRAB,<,1,,1,<,1,<,1,<,10,<,10,,5,<,1,<,1,<,1,<,1,<,1,<,5,<,5,,NO DISCHARGE,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,,NO DISCHARGE,<,0.1,<,0.1,<,1,<,0.001,<,0.001,<,0.001,<,0.001,<,0.001,<,0.001,<,1,<,1,,1,<,1,<,0.2,,0.11,,0.8,<,0.2,<,0.1,<,0.1,<,0.2,,0.12,<,0.1,<,0.1,<,0.1,<,0.1,<,0.1,<,0.1,<,0.5,<,0.5,<,0.5,<,0.5,<,0.5,<,0.5,<,0.5,<,0.5,<,0.5,<,0.5,,6,<,0.5,<,0.5,<,0.5,,1,<,0.5,,41,<,0.5,,4,,7,,0.5,,0.5,,4,,0.5
3 - CHENAL PKWY & OAK MEADOW,"ZINC, TOTAL RECOVERABLE",UG/L,1 / 3 MO.,COMP/GRAB,,21,,10,,26,,32,,75,,85,,49,,26,,18,,232,,35,,10,,46,,19,,NO DISCHARGE,,60,,27,,14,,5,,5,,4,,5,,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,,NO DISCHARGE,,5.26,,66.1,,1.3,,0.05,,0.006,,0.018,,0.011,,0.09,,0.017,,23.8,,20.8,,37.2,,9.4,,14.5,,29.9,,6.4,,9.5,,7.6,,13.3,,52,,27.7,,12.6,,15.8,,9.93,,11.1,,8.43,,2.6,,4.45,,300,<,1,,1,<,1,,111.77,<,1,,1,,1,,83,<,1,<,1,,8,,25.8,,10,,2.5,,35,<,1,,16,,10,,7,,60.3,,19,,29.4
3 - CHENAL PKWY & OAK MEADOW,"CADMIUM, TOTAL RECOVERABLE",UG/L,1 / 3 MO.,COMP/GRAB,<,0.5,,0.5,<,1,<,1,<,10,<,1,<,1,<,1,,2,<,1,<,1,<,1,<,1,<,1,,NO DISCHARGE,<,1,<,1,<,1,<,5,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,,NO DISCHARGE,,7.34,<,0.1,<,1,<,0.001,<,0.001,<,0.001,<,0.001,,0.015,<,0.001,<,1,<,1,,1,<,1,<,0.2,,0.41,<,0.1,,0.18,<,0.3,,0.17,,0.54,,2.93,<,1.8,<,0.1,,3.26,<,0.1,<,0.1,<,2.81,<,0.1,<,0.1,<,0.1,<,0.5,<,0.1,<,0.1,<,0.1,<,0.1,<,0.1,<,0.1,,7,<,0.1,,1.5,<,0.1,<,0.1,,3.2,<,0.1,<,0.1,,2,,3,,3,,0.1,,0.5,,0.1
3 - CHENAL PKWY & OAK MEADOW,"LEAD, TOTAL RECOVERABLE",UG/L,1 / 3 MO.,COMP/GRAB,,1,,1.59,,2.2,,6.3,,13,,8.1,,2,,3,,19.2,<,1,<,1,<,1,,4.4,,6,,NO DISCHARGE,,1,,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,,NO DISCHARGE,,6.92,<,0.1,<,1,,0.002,<,0.001,<,0.001,<,0.001,,0.002,,0.002,,2.1,,1.88,,1,<,1,,0.53,,1.5,,0.73,,0.9,,0.41,,1.1,,69.8,,6.5,,19.3,<,0.1,,3.6,<,0.1,,0.971,<,8,,1.68,<,0.5,,0.9,<,0.5,,195,<,0.5,,9,<,0.5,,10,,0.8,<,0.5,<,0.5,,0.8,<,0.5,<,3.3,<,0.5,,41,<,0.5,,9,<,0.5,,7,,0.5,,1,,1.3
3 - CHENAL PKWY & OAK MEADOW,"COPPER, TOTAL RECOVERABLE",UG/L,1 / 3 MO.,COMP/GRAB,,1.55,,7.4,,7,,13.4,,5,,33.9,,35,,1,<,1,,15,<,1,<,1,<,1,<,5,,NO DISCHARGE,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,,NO DISCHARGE,,8.65,<,0.1,,1.95,,0.01,,0.006,<,0.005,,0.004,,0.032,,0.005,,3.1,,4.71,,10.3,,9.9,,8.05,,16.2,,2.7,,4.33,,5.8,,20.8,,12.6,,29.8,,5.2,,1.97,,5.25,<,0.1,,2.45,,7.47,,14.03,,5.7,,2.5,<,0.5,,29,<,0.5,<,0.5,<,0.5,,15,,6,,6,,2,,0.6,,7.9,<,0.5,,72,,3,,3.48,,3,,8,,5,,6.3,,3,,5.4
3 - CHENAL PKWY & OAK MEADOW,FLOW IN CONDUIT / THRU TREAT. PLANT,MGD,1 / 3 MO.,INST,,0.017,,2.592,,0.215,,0.323,,0.431,,1.35,,0.163,,0.02,,0.026,,1.45,,0.054,,0.323,,0.269,,0.969,,NO DISCHARGE,,0.403,,0.42,,0.388,,2.15,,0.269,,0.269,,2.665,,0.398,,0.646,,0.202,,0.403,,0.403,,0.605,,0.942,,0.269,,0.636,,0.605,,1.009,,NO DISCHARGE,,0.234,,1.695,,0.404,,0.403,,0.003,,0.054,,1.292,,0.538,,0.067,,0.269,,0.054,,0.054,,0.034,,0.006,,0.244,,0.536,,0.041,,4.037,,0.646,,1.292,,0.067,,0.162,,1.131,,0.214,,0.404,,0.054,,0.27,,0.00158,,0.001296,,0.0108,,0.0054,,0.0144,,0.0108,,0.00432,,0.00154,,0.00432,,0.00288,,0.0054,,0.00432,,0.00864,,0.003312,,0.0036,,0.00864,,0.0144,,0.0122,,0.00864,,0.0648,,0.6034,,0.001,,0.00959,,0.001758
3 - CHENAL PKWY & OAK MEADOW,"SOLIDS, TOTAL DISSOLVED",MG/L,1 / 3 MO.,COMP/GRAB,,100,,68,,36.5,,39.5,,66.5,,53,,78,,12.8,,69,,16.5,,47.5,,66.7,,39,,22.5,,NO DISCHARGE,,63.5,,35.5,,69,,71,,58,,33,,35,,53.5,,36,,53,,49.5,,48,,32,,62,,55,,43.5,,35,,70,,NO DISCHARGE,,67.5,,74.5,,77.5,,66,,68,,41,,38,,93,,76,,77,,41,,52,,37,,81,,31,,30,,50,,36,,42,,78,,72,,61,,12,,11,,74,,70,,420,,58,,33,,182,,222,,162,,108,,62,,32,,62,,62,,24,,68,,58,,108,,72,,56,,19,,42,,46,,62,,84,,10,,44,,30
3 - CHENAL PKWY & OAK MEADOW,"STREPTOCOCCI, FECAL MATERIAL",#/100ML,1 / 3 MO.,GRAB,,83,,480,,870,,32000,,60,,53000,,59300,,8175,,200,,4700,,5000,,30000,,3600,,13500,,NO DISCHARGE,,38000,,36250,,12000,,710000,,17100,,1000,,340000,,100000,,10500,,10000,,120000,,610000,,20000,,80000,,2000,,2000,,20500,,10000,,NO DISCHARGE,,2150,<,10,,50000,,16000,,100,<,100,,300,,2600,,13000,,2600,,3900,,1050,,1550,,600,,900,,200,<,100,,1100,,3800,,9250,,7800,,7600,,6000,,2550,,24100,,4500,,8050,,99,,45,<,1,,283,<,1,,665,,190,,100,,50,,2400,,205,,82,,41,,118,,82,,13,,48,,15,,400,,60,,2250,,80,,20,,200
3 - CHENAL PKWY & OAK MEADOW,"E.COLI  (CHANGED FROM COLIFORM, FECAL 8/31/2005)",#/100ML,1 / 3 MO.,GRAB,,7,,2,,425,,540,,160,,45300,,17400,,13000,,200,,1700,>,10000,,24000,,2400,,15400,,NO DISCHARGE,,26500,,2500,,2000,,440000,,2500,,375,,80000,,3210000,,25100,,4000,,50000,,680000,,37000,,12500,,2000,,830,,18000,,10000,,NO DISCHARGE,,7500,<,10,,0,,10000,,400,<,300,,300,,27000,,8900,,6150,,1300,,1650,,800,,500,,300,,1200,<,100,,2900,,1300,,6700,,4400,,600,,3350,,3000,,18000,,1200,,10600,,173,,25,<,1,,280,<,1,,250,,110,,75,,500,,1860,,195,,55,,33,,73,,64,,11,,56,,20,,430,,40,,1880,,75,,30,,1
3 - CHENAL PKWY & OAK MEADOW,"BOD, CARBONACEOUS 5 DAY (NO LONGER REQUIRED 12-2013)",MG/L,1 / 3 MO.,COMP/GRAB,,3,,8,,3.7,,4,,7.7,,17.1,,5.6,,6.9,,3.1,,6.4,,13.9,,11.6,,6.7,,5.7,,NO DISCHARGE,,15.5,,5.7,,4.2,,3.2,,8.7,,3.7,,3.3,,1.5,,4.8,,8.1,,8.7,,9,,0.9,,7.9,,0.8,,3.3,,3.8,,2.1,,NO DISCHARGE,,2.41,,2.8,,5.9,,5.48,,3.6,,4.46,,5.82,,11.84,,4.81,,1.57,,4.65,,2.7,,2.4,,11.7,,2,,1.3,,1.2,,5.8,,3.2,,4,,1.2,,5.4,,6.9,,10.7,,18,,2.4,,5.8,,NO DISCHARGE,,6,<,2,,5,<,2,,17,<,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"SELENIUM, TOTAL RECOVERABLE (NO LONGER REQUIRED 9/1/2005)",UG/L,1 / 3 MO.,COMP/GRAB,<,5,,5,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,2,<,5,,NO DISCHARGE,,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"BERYLLIUM, (BE) TOTAL RECOVERABLE (NO LONGER REQUIRED 9/1/2005)",UG/L,1 / 3 MO.,COMP/GRAB,<,0.5,,0.5,<,1,<,1,<,1,<,1,<,1,,6,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,,NO DISCHARGE,<,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"NICKEL, TOTAL RECOVERABLE  (NO LONGER REQUIRED 9/1/2005)",UG/L,1 / 3 MO.,COMP/GRAB,,3.8,,11.5,<,1,<,1,<,1,,18.7,,5,,6.9,,36.9,<,1,<,1,<,5,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,5,<,1,<,1,<,1,<,1,<,5,<,1,<,1,<,1,<,5,<,5,<,5,,NO DISCHARGE,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"CHROMIUM, TOTAL RECOVERABLE  (NO LONGER REQUIRED 9/1/2005)",UG/L,1 / 3 MO.,COMP/GRAB,<,5,,6.78,<,1,<,1,,10,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,1,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,5,<,1,<,5,<,5,<,5,<,5,<,1,<,5,<,3,<,5,<,5,,NO DISCHARGE,,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"MERCURY, TOTAL RECOVERABLE  (NO LONGER REQUIRED 9/1/2005)",UG/L,1 / 3 MO.,COMP/GRAB,<,0.2,,0.2,<,1,<,0.2,,1,<,1,<,1,,1.2,,3.5,,0.5,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,<,0.2,,0.2,,NO DISCHARGE,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"CYANIDE, TOTAL  (NO LONGER REQUIRED 9/1/2005)",UG/L,1 / 3 MO.,COMP/GRAB,<,10,,10,<,9,,1,<,9,,2,<,9,<,9,<,9,<,9,<,9,<,9,<,9,<,9,<,9,<,9,<,9,<,9,<,9,<,9,<,9,<,9,<,9,<,9,<,9,<,9,<,9,<,9,<,9,<,9,<,0.009,<,9,<,0.009,,NO DISCHARGE,<,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 - REBSAMEN PARK (CHANGED TO GILLIAM PARK RD. 9/1/2005),"BOD, 5 DAY",MG/L,1 / 3 MO.,COMP/GRAB,,3,,17,,9.5,,7.2,,15.9,,26.4,,9.9,,2,,1.4,,3,,2.7,,7.2,,5.9,,11.3,,3.3,,6.2,,5.7,,7.5,,10.6,,18.8,,4.1,,3.4,,5.4,,4.3,,1.8,,9.1,,6.3,,5,,10.1,,3,,6.5,,6.9,,3.4,,NO DISCHARGE,,8.01,,8.1,,10,,4,,NO DISCHARGE,,10.8,,3.054,,7.385,,NA,,NO DISCHARGE,,3.72,,1.35,,NO DISCHARGE,,7.2,,3.8,,2,,3.2,,1,,4.3,,1.4,,NO DISCHARGE,,8.4,,3.6,,1.9,,21.2,,8.2,,NO DISCHARGE,,7,,7,,3,,4,<,2,,NO DISCHARGE,,10,,NO DISCHARGE,,7,,5,,7,,14,,4,,11,,7,,11,,2,<,2,,3,,5,,4,,3,,NO DISCHARGE,,4
