STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,SNOW,SNWD
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,2/3/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,2/4/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,2/5/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,2/6/2017,0.02,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,2/7/2017,0.09,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,2/8/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,2/9/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,2/10/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,2/11/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,2/12/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,2/13/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,2/14/2017,0.01,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,2/15/2017,0.95,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,2/16/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,2/17/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,2/18/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,2/19/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,2/20/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,2/21/2017,1.51,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,2/22/2017,0.56,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,2/23/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,2/24/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,2/25/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,2/26/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,2/27/2017,0.27,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,2/28/2017,0.03,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,3/1/2017,0.23,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,3/2/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,3/3/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,3/4/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,3/5/2017,0.3,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,3/6/2017,0.36,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,3/7/2017,1.22,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,3/8/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,3/9/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,3/10/2017,0.07,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,3/11/2017,0.04,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,3/12/2017,0.26,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,3/13/2017,0.22,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,3/14/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,3/15/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,3/16/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,3/17/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,3/18/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,3/19/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,3/20/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,3/21/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,3/22/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,3/23/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,3/24/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,3/27/2017,0.23,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,3/28/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,3/29/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,3/30/2017,0.15,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,3/31/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,4/1/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,4/2/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,4/3/2017,1.52,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,4/4/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,4/5/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,4/6/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,4/7/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,4/8/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,4/9/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,4/10/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,4/11/2017,0.69,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,4/12/2017,0,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,4/13/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,4/14/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,4/15/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,4/16/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,4/17/2017,0.38,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,4/18/2017,0.31,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,4/19/2017,0,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,4/20/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,4/21/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,4/22/2017,0.58,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,4/23/2017,0.06,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,4/24/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,4/25/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,4/26/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,4/27/2017,1.47,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,4/28/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,4/29/2017,0.01,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,4/30/2017,5.38,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,5/1/2017,0.01,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,5/2/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,5/3/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,5/4/2017,1.83,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,5/5/2017,0.21,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,5/6/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,5/7/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,5/8/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,5/9/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,5/10/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,5/11/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,5/12/2017,0.71,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,5/13/2017,0.51,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,5/14/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,5/15/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,5/16/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,5/17/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,5/18/2017,0.03,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,5/19/2017,0.02,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,5/20/2017,2.2,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,5/21/2017,0.31,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,5/22/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,5/23/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,5/24/2017,0.1,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,5/25/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,5/26/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,5/27/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,5/28/2017,2.33,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,5/29/2017,0.01,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,5/30/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,5/31/2017,0.16,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,6/1/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,6/2/2017,0.08,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,6/3/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,6/4/2017,0.25,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,6/5/2017,0.22,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,6/6/2017,0.78,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,6/7/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,6/8/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,6/9/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,6/10/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,6/11/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,6/12/2017,0.02,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,6/13/2017,0.09,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,6/14/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,6/15/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,6/16/2017,0.01,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,6/17/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,6/18/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,6/19/2017,0.68,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,6/20/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,6/21/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,6/22/2017,0.01,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,6/23/2017,1.08,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,6/24/2017,0.3,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,6/25/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,6/26/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,6/27/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,6/28/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,6/29/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,6/30/2017,0.04,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,7/1/2017,0.41,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,7/2/2017,0.03,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,7/3/2017,0.49,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,7/4/2017,0.25,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,7/5/2017,0.4,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,7/6/2017,0.21,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,7/7/2017,1.31,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,7/8/2017,0.58,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,7/9/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,7/10/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,7/11/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,7/12/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,7/13/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,7/14/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,7/15/2017,0.09,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,7/16/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,7/17/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,7/18/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,7/19/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,7/20/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,7/21/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,7/22/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,7/23/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,7/24/2017,0,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,7/25/2017,0,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,7/26/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,7/27/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,7/28/2017,0.13,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,7/29/2017,0.65,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,7/30/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,7/31/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,8/3/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,8/4/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,8/5/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,8/6/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,8/7/2017,0.18,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,8/8/2017,0.01,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,8/9/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,8/10/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,8/11/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,8/12/2017,1.28,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,8/15/2017,0.79,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,8/16/2017,0.04,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,8/17/2017,0.02,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,8/18/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,8/19/2017,1.29,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,8/20/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,8/21/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,8/22/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,8/23/2017,0.31,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,8/24/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,8/25/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,8/26/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,8/27/2017,0.03,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,8/28/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,8/29/2017,0.19,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,9/1/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,9/2/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,9/3/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,9/4/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,9/5/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,9/6/2017,0.15,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,9/7/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,9/8/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,9/9/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,9/10/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,9/11/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,9/12/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,9/13/2017,0.15,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,9/14/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,9/15/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,9/16/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,9/17/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,9/18/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,9/19/2017,0.04,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,9/20/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,9/21/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,9/22/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,9/23/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,9/24/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,9/25/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,9/26/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,9/27/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,9/28/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,9/29/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,9/30/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,10/1/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,10/2/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,10/3/2017,0.06,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,10/4/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,10/5/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,10/6/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,10/7/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,10/8/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,10/9/2017,0,0,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,10/10/2017,0.12,,
US1ARPS0005,"LITTLE ROCK 2.2 N, AR US",34.7537,-92.3527,114.9,10/11/2017,0,0,
